Date;Time;Severity;From;Line;Message
2016/11/30;16:33:02.378;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:33:02.404;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:33:06.042;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2016/11/30;16:33:06.126;DEBUG;cfg-proc.cpp;382;"Chequeando Configuracion en: 192.168.0.212:9999..."
2016/11/30;16:33:07.275;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2016/11/30;16:33:07.288;ERROR;cfg-proc.cpp;403;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:9999. "
2016/11/30;16:33:07.371;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:33:07.397;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:33:12.377;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:33:12.400;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:33:17.216;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2016/11/30;16:33:17.302;DEBUG;cfg-proc.cpp;382;"Chequeando Configuracion en: 192.168.0.212:9999..."
2016/11/30;16:33:17.379;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:33:17.400;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:33:18.439;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2016/11/30;16:33:18.452;ERROR;cfg-proc.cpp;403;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:9999. "
2016/11/30;16:33:22.430;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:33:22.447;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:33:27.439;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:33:27.460;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:33:28.355;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2016/11/30;16:33:28.451;DEBUG;cfg-proc.cpp;382;"Chequeando Configuracion en: 192.168.0.212:9999..."
2016/11/30;16:33:29.592;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2016/11/30;16:33:29.605;ERROR;cfg-proc.cpp;403;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:9999. "
2016/11/30;16:33:32.440;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
2016/11/30;16:33:32.467;ERROR;his-proc.cpp;64;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2016/11/30;16:33:37.438;DEBUG;his-proc.cpp;40;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C03"
